sku,base_image,small_image,thumbnail_image,additional_images,errors
KAN-AP-19FW01,19FW01(C)_KANELLEWOMENSDRESS.jpg,19FW01(C)_KANELLEWOMENSDRESS.jpg,19FW01(C)_KANELLEWOMENSDRESS.jpg,"19FW01(A)_KANELLEWOMENSDRESS.jpg,19FW01(B)_KANELLEWOMENSDRESS.jpg,19FW01(D)_KANELLEWOMENSDRESS.jpg","Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
KAN-AP-19FW02,19FW02(A)_KANELLEWOMENTOP.jpg,19FW02(A)_KANELLEWOMENTOP.jpg,19FW02(A)_KANELLEWOMENTOP.jpg,"19FW02(B)_KANELLEWOMENTOP.jpg,19FW02(C)_KANELLEWOMENTOP.jpg,19FW02(D)_KANELLEWOMENTOP.jpg","Wrong URL/path used for attribute image,Wrong URL/path used for attribute small_image,Wrong URL/path used for attribute thumbnail,Wrong URL/path used for attribute additional_images"
