sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,display_product_options_in,map_price,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,is_in_stock,website_id,color,size
KAN-AP-21S05_3,Default,simple,Default Category/Shop/Dresses,base,BRIDGET DRESS_M,"Calf length dress in two-tone. Has a front inverted pleat and a tie-up detail at the back. Easy to wear with round neck. 
-Poplin
-In seam pockets -Half Sleeves -Relaxed Fit 
-Made in India 

Wash Care: Can be machine washed but we recommend to soft hand wash only.

Model is 5'9"" and is wearing a Small size. Dress length is 43""/109cms.

Shipping: This product is expected to be shipped within 10-12 days.",Two-tone dress with front pleat and tie up at back.,1,1,Taxable Goods,Not Visible Individually,6100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Olive,M
KAN-AP-21S05_2,Default,simple,Default Category/Shop/Dresses,base,BRIDGET DRESS_L,"Calf length dress in two-tone. Has a front inverted pleat and a tie-up detail at the back. Easy to wear with round neck. 
-Poplin
-In seam pockets -Half Sleeves -Relaxed Fit 
-Made in India 

Wash Care: Can be machine washed but we recommend to soft hand wash only.

Model is 5'9"" and is wearing a Small size. Dress length is 43""/109cms.

Shipping: This product is expected to be shipped within 10-12 days.",Two-tone dress with front pleat and tie up at back.,1,1,Taxable Goods,Not Visible Individually,6100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Olive,L
KAN-AP-21S05_1,Default,simple,Default Category/Shop/Dresses,base,BRIDGET DRESS_XL,"Calf length dress in two-tone. Has a front inverted pleat and a tie-up detail at the back. Easy to wear with round neck. 
-Poplin
-In seam pockets -Half Sleeves -Relaxed Fit 
-Made in India 

Wash Care: Can be machine washed but we recommend to soft hand wash only.

Model is 5'9"" and is wearing a Small size. Dress length is 43""/109cms.

Shipping: This product is expected to be shipped within 10-12 days.",Two-tone dress with front pleat and tie up at back.,1,1,Taxable Goods,Not Visible Individually,6100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,XL
KAN-AP-21S07_5,Default,simple,Default Category/Shop/Dresses,base,SILVIA SCHIFFLI DRESS_XS,"Front open multi panel shirt dress with hidden button placket. Has schiffli embroidery all over the dress. Comes with a slip.
-Poplin -Full Sleeves -Relaxed Fit 
-Made in India 

Wash Care: This product is delicate so Dry Clean only.

Model is 5'9"" and is wearing a Small size. Dress length is 45""/114cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open multi panel dress with overall schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,White,XS
KAN-AP-21S07_4,Default,simple,Default Category/Shop/Dresses,base,SILVIA SCHIFFLI DRESS_S,"Front open multi panel shirt dress with hidden button placket. Has schiffli embroidery all over the dress. Comes with a slip.
-Poplin -Full Sleeves -Relaxed Fit 
-Made in India 

Wash Care: This product is delicate so Dry Clean only.

Model is 5'9"" and is wearing a Small size. Dress length is 45""/114cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open multi panel dress with overall schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,White,S
KAN-AP-21S07_3,Default,simple,Default Category/Shop/Dresses,base,SILVIA SCHIFFLI DRESS_M,"Front open multi panel shirt dress with hidden button placket. Has schiffli embroidery all over the dress. Comes with a slip.
-Poplin -Full Sleeves -Relaxed Fit 
-Made in India 

Wash Care: This product is delicate so Dry Clean only.

Model is 5'9"" and is wearing a Small size. Dress length is 45""/114cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open multi panel dress with overall schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,White,M
KAN-AP-21S07_2,Default,simple,Default Category/Shop/Dresses,base,SILVIA SCHIFFLI DRESS_L,"Front open multi panel shirt dress with hidden button placket. Has schiffli embroidery all over the dress. Comes with a slip.
-Poplin -Full Sleeves -Relaxed Fit 
-Made in India 

Wash Care: This product is delicate so Dry Clean only.

Model is 5'9"" and is wearing a Small size. Dress length is 45""/114cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open multi panel dress with overall schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,White,L
KAN-AP-21S07_1,Default,simple,Default Category/Shop/Dresses,base,SILVIA SCHIFFLI DRESS_XL,"Front open multi panel shirt dress with hidden button placket. Has schiffli embroidery all over the dress. Comes with a slip.
-Poplin -Full Sleeves -Relaxed Fit 
-Made in India 

Wash Care: This product is delicate so Dry Clean only.

Model is 5'9"" and is wearing a Small size. Dress length is 45""/114cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open multi panel dress with overall schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,White,XL
KAN-AP-21S09_5,Default,simple,Default Category/Shop/Dresses,base,ARIA SCHIFFLI DRESS_XS,"Multi panel dress with attached tie up belt detail. Schiffle emrboidery in two-tone. Has a zip opening at the back.
-Poplin - Sleeveless 
-True to size -Made in India 

Wash Care: This product is delicate to Dry Clean Only.

Model is 5'9"" and is wearing a Small size. Dress length is 48""/122cms.

Shipping: This product is expected to be shipped within 10-12 days.",Multi panel dress with tie-up belt at waist and twon tone schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Green,XS
KAN-AP-21S09_4,Default,simple,Default Category/Shop/Dresses,base,ARIA SCHIFFLI DRESS_S,"Multi panel dress with attached tie up belt detail. Schiffle emrboidery in two-tone. Has a zip opening at the back.
-Poplin - Sleeveless 
-True to size -Made in India 

Wash Care: This product is delicate to Dry Clean Only.

Model is 5'9"" and is wearing a Small size. Dress length is 48""/122cms.

Shipping: This product is expected to be shipped within 10-12 days.",Multi panel dress with tie-up belt at waist and twon tone schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Green,S
KAN-AP-21S09_3,Default,simple,Default Category/Shop/Dresses,base,ARIA SCHIFFLI DRESS_M,"Multi panel dress with attached tie up belt detail. Schiffle emrboidery in two-tone. Has a zip opening at the back.
-Poplin - Sleeveless 
-True to size -Made in India 

Wash Care: This product is delicate to Dry Clean Only.

Model is 5'9"" and is wearing a Small size. Dress length is 48""/122cms.

Shipping: This product is expected to be shipped within 10-12 days.",Multi panel dress with tie-up belt at waist and twon tone schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Green,M
KAN-AP-21S09_2,Default,simple,Default Category/Shop/Dresses,base,ARIA SCHIFFLI DRESS_L,"Multi panel dress with attached tie up belt detail. Schiffle emrboidery in two-tone. Has a zip opening at the back.
-Poplin - Sleeveless 
-True to size -Made in India 

Wash Care: This product is delicate to Dry Clean Only.

Model is 5'9"" and is wearing a Small size. Dress length is 48""/122cms.

Shipping: This product is expected to be shipped within 10-12 days.",Multi panel dress with tie-up belt at waist and twon tone schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,10500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Green,L
