sku,delivery
KAN-AP-19FW11,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW12,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW13,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW14,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW15,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW16,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW17,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW18,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW19,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW20,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW21,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW22,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW24,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW25,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-19FW26,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S01,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S02,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S03,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S04,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S05,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S07,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S08,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
KAN-AP-20S09,"<p><strong>Shipping</strong></p>
<p>For orders placed before 9am IST, we endeavour to process the same business day. Orders placed after 12pm IST will be processed the next business day.</p>
<p><strong>Free shipping in India!</strong></p>
<p>All orders within India are free of charge. Please allow 3-5 business days for your goods to reach the destination after dispatch.</p>
<p>International orders are final sale and cannot be returned.</p>
<p><strong>Returns</strong></p>
<p>Before you return any of our products, please take a moment to understand what goes into making them. All our products are handcrafted with a lot of love and care, making each product special and unique. All the products go through a quality check before shipping.</p>
<ul>
<li>Returns will not be accepted on damaged, used, washed or stained items.</li>
<li>Returns will not be accepted on Custom/Bespoke orders.</li>
<li>Return shipping methods and associated costs are the responsibility of the customer.</li>
<li>SALE products are final sales and are not eligible for return, refunds or exchange.</li>
</ul>
<p>Please refer to our shipping &amp; returns policy for more information.</p>"
